team,event,oprStd,oprRobust,oprHybrid,oprHybridRobust,oprNoFoul,oprRobustNoFoul,oprHybridNoFoul,oprHybridRobustNoFoul,fmsInit,oprAutoCell,oprRobustAutoCell,oprAuto,oprRobustAuto,oprTele,oprRobustTele,fmsEnd,oprEnd,oprRobustEnd,oprFoulDraw,oprRobustFoulDraw,oprFoulMade,oprRobustFoulMade
4403,2020arli,1.8013590098053456,2.877494525551107,10.841980502943677,11.846138406880131,-0.7634710425626423,-0.38496903440338315,8.277150450575718,8.58367484692564,2.7777777777777777,0.940150104777504,1.212518654417769,2.7455132271017737,3.119527289154739,4.559222568020436,4.593378414730093,0.0,-8.068206837684805,-8.09787473828823,2.5648300523679595,3.2624635599544916,8.4052350530135,8.351238427353753
4576,2020arli,38.47982123252143,36.64141076768421,44.282322620021425,42.92190745720921,36.83924906684801,35.85732983122137,42.641750454348,42.137826520746344,2.7777777777777777,6.37197236884507,6.0436515542701015,9.494704245030135,9.073086410823539,18.21422252994737,18.03861941092069,15.277777777777779,9.13032229187049,8.745624009477197,1.6405721656734242,0.7840809364628614,-17.375942666904024,-17.311219252779964
4635,2020arli,98.5464157337818,86.60647070735413,99.00445045063036,91.5958654024291,54.338942419984235,48.20449987578786,54.796977136832865,53.193894570862824,5.0,12.608407145555926,11.05782002203297,16.460963887808298,14.622001561908224,23.8552366579436,23.802741215496518,13.333333333333334,14.022741874232404,9.779757098383119,44.20747331379749,38.401970831566274,-2.5543926209312158,-3.048102236001588
4959,2020arli,38.29830976074113,36.263902803208715,40.823250427370176,39.58466696910921,30.889710917118293,29.198679250747368,33.41465158374734,32.51944341664786,5.0,5.163071293845838,4.9063371850107735,11.362591084535245,11.071493943127553,2.1404691787903936,1.5019951205259758,21.11111111111111,17.386650653792678,16.625190187093864,7.408598843622833,7.065223552461344,2.958263843911232,3.163238741155667
5006,2020arli,30.462935131806397,26.528887523543332,32.07256180043099,30.030642768026706,28.37983358757215,25.382648276743517,29.989460256196814,28.884403521226897,4.444444444444445,4.76171295307833,4.186025747311888,8.631683311133646,7.91011754689583,9.672191747562929,9.142822218359452,11.11111111111111,10.07595852887562,8.329708511488212,2.083101544234176,1.1462392467998086,-2.186141079681355,-1.606487424815301
5013,2020arli,58.27797571326002,69.57745842428142,61.59921059279072,67.48016718466064,51.675701083561336,60.806932197669454,54.99693596309204,58.70964095804872,5.0,10.95453202058196,12.118333890235526,16.025109064882805,17.25936249747505,18.764626164732306,21.31352929003542,20.27777777777778,16.88596585394621,22.234040410159018,6.602274629698678,8.770526226611914,-6.067072809659666,-6.853427067768612
537,2020arli,40.1342107989651,38.31214287734346,33.925492451404395,32.61977240479763,31.231246419336994,30.300827485737543,25.022528071776307,24.608457013191764,4.444444444444445,10.60665617923891,10.302899480297752,15.105030717879945,14.72064351167479,7.193649670315175,7.083335310671789,2.7777777777777777,8.932566031141896,8.496848663390976,8.90296437962809,8.011315391605864,5.131915661965613,5.1426919923735195
5437,2020arli,13.763504140126981,12.175627480076386,21.329439596308294,20.645148803648063,14.364658478090037,13.268525345580281,21.930593934271393,21.738046669151963,3.3333333333333335,10.809772483758643,10.588741705604754,14.008565274897764,13.72664794353957,3.3430436727349706,3.37152718576943,4.444444444444445,-2.986950469542661,-3.829649783728728,-0.6011543379630986,-1.0928978655039008,-19.469683606174556,-19.26278358083185
5454,2020arli,29.054812253352832,29.61842503696255,32.60009130335943,33.13117124374719,14.672002342129126,14.310326786641937,18.217281392135703,17.823072993426553,5.0,0.9250426241287766,0.97750037971855,5.145991364523033,5.198493885864648,0.34779432356248297,-0.0988718307364378,11.944444444444445,9.178216654043581,9.210704731513705,14.382809911223722,15.308098250320635,8.604720593663018,9.041232741901545
5568,2020arli,48.82358561298133,52.551600498446156,47.182228530692704,49.7398137319798,34.43046088099045,36.56719634379819,32.78910379870184,33.75540957733179,5.0,4.528528123708723,5.045840631207642,9.957752899228423,10.57046367887203,4.09390900832645,4.542902279457477,19.166666666666668,20.378798973435618,21.453830385468635,14.393124731990868,15.984404154648011,-7.151462207679635,-7.08554161537358
5729,2020arli,0.11915326501956613,10.73400847171644,11.462013481276484,20.333949496390993,-8.617344934360613,-0.9700774457398254,2.72551528189633,8.629863578934787,4.444444444444445,0.5071286969074338,2.0270794858801184,4.912673331679231,6.6202653683316575,-5.003835637233326,-0.6194381291675537,2.7777777777777777,-8.526182628806481,-6.970904684903934,8.736498199380154,11.704085917456208,-5.116585019785908,-5.175896367406172
5889,2020arli,11.857158536778485,22.617349512377707,10.801114106366265,16.378108867591884,9.344288446522096,17.82685497677569,8.288244016109907,11.58761433198983,3.888888888888889,1.6117277506616872,3.592267228660953,5.952388041759867,8.608378532306832,1.1209607098926648,2.4397915477733214,1.6666666666666667,2.270939694869586,6.77868489669553,2.512870090256358,4.790494535602056,3.678595812311115,1.0361429903286012
5965,2020arli,45.433024467013844,46.83559184196636,25.84111928076802,26.485719585408617,32.71937158737177,33.46043847502069,13.127466401125982,13.110566218462932,5.0,1.7900008563815533,2.057286564733035,6.9191345442204755,7.2916225127733565,3.5596877669666505,3.275501875952119,2.7777777777777777,22.240549276184666,22.893314086295206,12.713652879642039,13.375153366945685,3.134089369145787,2.90678352457014
6055,2020arli,41.13325832357847,33.79506621785772,45.84689543422567,39.56515548839456,41.568747085344,40.16654221864971,46.282384195991185,45.9366314891865,5.0,10.420201169815979,9.075227805052162,14.513894535582175,12.778200203853157,7.251071915064092,8.25029257302323,23.61111111111111,19.803780634697738,19.13804944177331,-0.43548876176551277,-6.371476000791942,-1.3641655807160946,-2.497301448006925
6186,2020arli,25.65818965629835,27.097345322564138,16.79791977352422,17.68635779238185,20.31985045069211,21.271781762614197,11.459580567917978,11.860794232431896,4.444444444444445,1.1545022411348302,1.4435760806370972,5.412241300333714,5.803411554078218,2.5273005490053704,2.6394403740170214,3.3333333333333335,12.380308601353011,12.828929834518947,5.338339205606241,5.825563559949952,-7.64383189340319,-7.916158207698553
6586,2020arli,16.581811077428036,16.381934583866247,11.394589871063076,11.387146629713882,14.428643301867845,14.009686458313436,9.24142209550288,9.01489850416102,5.0,1.5904882219331946,1.5418663118632567,6.37348844721188,6.303123923840879,-0.6823994597636487,-0.8603011410355723,3.3333333333333335,8.73755431441961,8.56686367550811,2.1531677755601955,2.3722481255528627,-11.45946225521962,-11.228031358382214
6640,2020arli,38.35506328081125,51.08507774561575,36.280685181129044,43.424293708739526,31.978329615681748,41.890888115311796,29.903951515999527,34.23010407843558,5.0,1.334783569916989,2.6870225196637474,7.566456349370423,9.003521987269554,-0.5974987205841309,2.376414892105167,24.166666666666668,25.009371986895438,30.51095123593709,6.376733665129514,9.19418963030395,2.7617340370456054,2.143912390940089
6840,2020arli,6.97868963556882,5.639662550191524,10.827406844271609,10.32980126882866,9.620501009793653,8.883263853964607,13.469218218496419,13.573402572601761,5.0,2.7035206370722786,2.4954402059389693,9.629567596650915,9.347467981845258,1.876808692535251,2.1890734777739027,3.888888888888889,-1.885875279392529,-2.6532776056545657,-2.64181137422481,-3.243601303773101,-10.548787006684112,-10.382196112740587
6855,2020arli,57.987989403301384,71.26944785379618,58.45284767451269,65.06430705997971,48.96665156048283,59.56469046201556,49.43150983169417,53.35954966819914,2.7777777777777777,14.66431206092071,16.86401638390828,16.889069188168342,19.76631684033285,9.21164221521791,10.939977728735307,22.77777777777778,22.865940157096592,28.858395892947428,9.02133784281852,11.704757391780575,-9.803162989039462,-12.666191318265769
7106,2020arli,0.15771181299741244,-0.455751055259892,6.0454055299909575,5.600281456522775,7.818118301676954,7.390788739115788,13.70581201867051,13.446821250898463,0.5555555555555556,3.2747989580731676,3.153935467653392,4.466531348281048,4.307904502638156,-4.291209161624876,-4.429336438977149,14.166666666666666,7.642796115020803,7.5122206754547936,-7.660406488679553,-7.846539794375688,-3.429950299404723,-3.333525633669585
7467,2020arli,21.384953428747455,19.01980194346745,9.857872135976717,8.23006622309632,17.46847092553092,15.324193392492909,5.941389632760161,4.534457672121766,0.5555555555555556,1.80594207286476,1.3984622469990668,2.576217117383602,2.0670364429573826,3.579892004339845,2.5804398695671438,0.0,11.312361803807468,10.676717079968359,3.9164825032165558,3.6956085509745544,-14.086509366462831,-13.58677076158449
7483,2020arli,8.998245377263759,5.095390560953325,8.295498728659389,6.4075084752392755,19.057455652523224,15.373169435308082,18.354709003918835,16.685287349593985,5.0,6.916542456702685,6.348021034020114,11.720004802330841,11.01281895139485,3.6603887694383737,2.559488537796094,2.7777777777777777,3.6770620807539878,1.800861946117105,-10.059210275259446,-10.27777887435471,-3.219820397831335,-2.2730687391536772
7577,2020arli,21.798534809371727,23.16355755875682,19.628317410389222,20.93501035957896,23.256804277755982,24.234978871400404,21.08658687877348,22.00643167222259,5.0,3.113449380886725,3.2766355194407395,7.924425796324455,8.080118820374782,4.084248608997866,4.84090726389296,8.88888888888889,11.248129872433651,11.313952787132678,-1.4582694683842572,-1.0714213126436274,-14.24106097214953,-14.112436035950665
7702,2020arli,15.257266726003209,14.299060410021514,12.228311331048484,10.859151184978671,12.763088870876349,12.046979465326206,9.734133475921652,8.60707024028327,1.1111111111111112,-1.3015837375178059,-1.4186919733894463,0.15861490850690707,0.07107905747383647,7.14682832455057,6.136873324783828,2.7777777777777777,5.457645637818862,5.8390270830685065,2.4941778551268317,2.2520809446954013,-4.670263213898872,-4.90599058806488
7766,2020arli,5.7530255243437765,3.588619894233261,6.025593467606821,4.888364885948009,5.142718600240883,3.2929657731774142,5.415286543503951,4.5927107648921695,5.0,-2.941873316826996,-3.2915123632667207,2.237837011800064,1.7893590000664172,-0.5317290285579421,-1.0046657607299991,3.888888888888889,3.436610616998795,2.5082725338410015,0.6103069241028694,0.2956541210558399,-2.7340149128342874,-2.2528539794789575
7767,2020arli,25.134090219087106,27.14400507072488,21.44535675203731,22.476590398341393,29.562143857778544,30.667470502748024,25.873410390728733,26.00005583036456,4.444444444444445,12.372332898198165,12.735887195377773,17.560336444584607,18.054356151038572,7.9455219369750125,7.708613079431233,1.1111111111111112,4.056285476218907,4.90450127227826,-4.4280536386914235,-3.5234654320231638,0.3019753290384497,0.03975352493232576
7798,2020arli,7.78279189372066,5.040417334702109,7.85507975753327,6.171668871493912,7.103781341122783,4.666942114992743,7.176069204935381,5.7981936517845565,1.1111111111111112,1.22874362208626,0.8413699682215414,1.5415495683976879,1.0827355554861873,1.5028811384046765,0.5123792391185704,3.3333333333333335,4.059350634320438,3.071827320387948,0.6790105525978887,0.3734752197093556,-8.424409024161621,-7.986791938305213
7846,2020arli,27.839466733183436,26.436444113861384,20.747813252407788,19.352671288449383,23.09944593265432,22.531074540194993,16.007792451878707,15.447301714783048,3.3333333333333335,0.42591180221266,0.22276071844068035,4.011299444570187,3.7868818473219594,11.692991760777158,11.335652107453479,0.5555555555555556,7.395154727306975,7.408540585419619,4.740020800529079,3.9053695736663334,-7.048622684947821,-7.320552504069873
7868,2020arli,1.181566765862616,2.513678052090679,4.385263053008816,5.487207410803903,1.4749827801653161,2.5640990698332384,4.678679067311517,5.537628428546485,0.5555555555555556,-0.11311165307719939,0.04319893739780589,0.3281029822512158,0.4825922223979475,3.6806796092776057,4.383318380037568,0.5555555555555556,-2.533799811363494,-2.301811532602268,-0.2934160143027009,-0.05042101774258256,1.2261132488335402,1.233186013494959
7878,2020arli,15.27689410963395,13.125093028472477,11.243725456469413,9.680942298743693,16.337812280972752,15.049868591962523,12.304643627808233,11.605717862233751,3.3333333333333335,0.2651468200492193,0.02214846522261915,3.140020565219217,2.886243099095937,-0.18272541446320978,-0.638652825211091,8.88888888888889,13.38051713021675,12.802278318077658,-1.0609181713388192,-1.9247755634900583,-18.29892602957134,-18.469778467218518
7908,2020arli,25.161163710570474,23.653189655985308,14.393799457288946,13.51337680976843,25.46418324008556,24.15746989722755,14.696818986804049,14.017657051010703,4.444444444444445,1.2656857590042683,1.050157609270264,5.055074031253503,4.795393927960427,6.2089110055775585,5.745277219518217,2.7777777777777777,14.20019820325449,13.616798749748908,-0.3030195295151028,-0.5042802412422736,-0.19510376622283765,0.05245012451748554
7910,2020arli,1.4032273915613303,0.6328697144395576,-1.0996720652885847,-1.4205623502361804,3.8131311341589935,3.6647171485582675,1.310231677309098,1.61128508388254,0.0,0.6948095271486245,0.5618497742244957,1.4107983546761762,1.223372677352744,-0.49568896095063764,-0.061675801453066725,1.1111111111111112,2.8980217404334603,2.5030202726585635,-2.409903742597683,-3.0318474341187205,-1.3535352250720507,-1.3671754563061096
8043,2020arli,10.336475651280466,7.08149294781305,6.576163840684233,4.875673025909007,11.570220776058534,9.080538888854855,7.809908965462253,6.87471896695079,1.1111111111111112,1.856669820456859,1.3256558062847823,3.192501636156903,2.5037419516248978,3.1754613672276166,2.7712853828882302,1.6666666666666667,5.202257772673976,3.8055115543417077,-1.2337451247780211,-1.9990459410417825,-2.966962741966153,-2.3624963019259604
216,2020bcvi,46.927522221914444,48.28821732915921,44.31484221675633,45.59196244419629,44.23285376035797,44.413295529620136,41.62017375519986,41.717040644657196,5.0,11.790353031904127,11.921445843077702,16.063292627582026,16.19201301444276,6.193457086932092,6.159231165215857,18.636363636363637,21.97610404584387,22.06205134996152,2.694668461556475,3.8749217995390954,2.4161574929874865,2.4532404443801146
244,2020bcvi,28.58169267781325,27.526273155372635,27.996116281187568,27.335723239928434,17.84678797197114,17.24834555089241,17.261211575345463,17.057795635448226,4.545454545454546,-0.7605297070654071,-0.9206350906123095,3.87536941758497,3.6825895391575862,-0.16007689940731495,-0.20338745575764605,13.636363636363637,14.131495453793502,13.769143467492505,10.734904705842107,10.277927604480208,-3.3686736260828134,-3.1930433727076597
288,2020bcvi,44.44903162242286,43.07044004277701,49.54416263828612,48.5634410141473,31.44225621774941,30.82457066202589,36.53738723361268,36.31757163339623,5.0,0.15001238571132802,-0.03821929195523088,4.405964655363093,4.1873995126305426,6.614647575174074,6.583063652624184,24.772727272727273,20.421643987212235,20.054107496771184,13.00677540467344,12.245869380751076,-2.0265221111822345,-1.870225883015439
3008,2020bcvi,15.90291815064476,3.7936685097460767,21.76399355999582,7.963370002776623,2.6457386857458403,4.421098158405027,8.506814095096914,8.59079965143555,3.6363636363636362,0.5016632264881618,-0.23411724964064629,4.308551400063343,3.8484184184459513,1.6415145049723874,2.4612805374398325,2.727272727272727,-3.304327219289916,-1.888600797480767,13.257179464898908,-0.6274296486589266,-7.87789722744939,-9.715246853497131
3256,2020bcvi,35.97877685155986,35.180307865063455,30.277417219405713,30.37834654971633,25.830815000700394,24.5442162510099,20.129455368546267,19.742254935662785,3.75,0.6923697509050895,0.46498725204652125,3.561505049878134,3.246630473908705,14.853752284307845,14.69393435028293,0.8333333333333334,7.415557666514436,6.603651426818282,10.147961850859446,10.636091614053544,1.78651545996494,2.291121447531662
3598,2020bcvi,72.81876133214641,60.9332345897877,72.7476986629416,59.05794801145284,42.91030221768628,44.85294150290294,42.83923954848145,42.97765492456804,5.0,11.157665962211524,10.46097512588454,15.379604891363044,14.968530917665877,5.772482677179019,6.607588889592591,20.90909090909091,21.758214649144243,23.276821695644475,29.908459114460147,16.080293086884797,-2.561262482945356,-4.453862909567932
4270,2020bcvi,40.969545527038136,50.15432321556396,46.259726972879676,52.05996448919352,35.634176979729176,40.76828462028252,40.92435842557069,42.6739258939121,2.272727272727273,2.7243097115817174,4.1082169940567335,4.762974540832196,6.425673244802614,8.881866895807152,9.24752708167355,27.045454545454547,21.989335543089823,25.095084293806345,5.335368547308991,9.386038595281423,1.1638948571911953,-0.3316113009087882
4334,2020bcvi,42.407063676445134,41.434692336348036,37.23941400107343,36.51297149003131,25.70247310088589,25.31498233552452,20.53482342551417,20.393261489207816,5.0,7.198763425535484,7.072136891250302,12.010902637631588,11.866508209117322,4.245150909069594,4.230215507048422,4.090909090909091,9.44641955418468,9.21825861935882,16.704590575559255,16.119710000823495,-4.378126629533175,-4.2893664605564545
4627,2020bcvi,53.40731077189299,51.59899054136832,51.66691539837839,50.506285073155674,51.28839119183479,50.303494100120304,49.54799581832019,49.21078863190762,5.0,10.087108142398138,9.8179439444063,15.368620555781586,15.046518358847676,9.233614948649329,9.16557196022859,25.227272727272727,26.686155687403904,26.091403781044043,2.1189195800582024,1.2954964412480523,0.3515530032297054,0.6344374237820007
5015,2020bcvi,53.51246673452093,61.98774970922352,59.0441585843903,63.87521396889369,48.02663117184678,53.48773445370686,53.55832302171616,55.375198713376996,5.0,7.591579141244223,8.96078950240394,13.7302894144774,15.411227298607919,13.012198425926481,13.459863756427602,27.954545454545453,21.28414333144289,24.616643398671297,5.485835562674142,8.500015255516697,-9.703551017476883,-11.40611280773632
5118,2020bcvi,9.168714567615599,10.190350025776995,8.96834314026727,10.247294151944155,10.32524055520022,10.016311134554329,10.124869127851907,10.07325526072151,5.0,-1.9558712259515199,-1.9140743573029817,3.298059447582461,3.304619944676556,3.898922171985246,3.805511436206309,3.1818181818181817,3.1282589356325277,2.906179753671476,-1.1565259875846359,0.1740388912226456,-15.216885592946998,-14.990924048202837
6351,2020bcvi,28.189668475693118,28.456184435339086,28.784295633051613,28.922849422224584,21.685853647310097,21.876141922863532,22.28048080466855,22.34280690974906,5.0,8.155110540284381,8.200531767215617,13.14415578547968,13.200776649808045,3.2162793552932607,3.2331842334425316,5.909090909090909,5.325418506537137,5.442181039612999,6.503814828383064,6.580042512475523,-11.807227541801131,-11.869039522701314
