,event,key,color,team1,team2,team3,score,scorePredStd,scorePredRobust,scorePredHybrid,scorePredRobustHybrid,scorePredSplitFoul,scorePredRobustSplitFoul,scorePredHybridSplitFoul,scorePredRobHybSplitFoul,margin,marginPredStd,marginPredRobust,marginPredHybrid,marginPredRobustHybrid,marginPredSplitFoul,marginPredRobustSplitFoul,marginPredHybridSplitFoul,marginPredRobHybSplitFoul,auto,autoCell,teleop,endgame,foulsDrawn,opp1,opp2,opp3,oppScore,foulsMade,compLevel,matchNumber,alliance,allianceOpp,alliancePair,weight,weightPair
73,2020pahat,2020pahat_qf2m1,blue,1089,2729,2234,85,103.49318995314212,103.49318995314212,83.27417469728228,83.27417469728228,98.73034400465524,98.73034400465524,78.5113287487953,78.5113287487953,-69,-31.136619494162204,-31.136619494162204,-53.151632199582124,-53.151632199582124,-38.374285121597396,-38.374285121597396,-60.389297827017415,-60.389297827017415,39,24,46,30,0,1218,6226,423,154,-21,qf,1,5,4,54,0.2,0.3333333333333333
74,2020pahat,2020pahat_qf3m1,blue,1403,103,1811,137,118.57212316555876,118.57212316555876,115.74455628663007,115.74455628663007,137.75423320237505,137.75423320237505,134.9266663234464,134.9266663234464,-33,-7.3530157403065886,-7.3530157403065886,-10.017183849321839,-10.017183849321839,20.204952216505333,20.204952216505333,17.54078410749014,17.54078410749014,31,16,106,70,0,1640,1807,2495,170,0,qf,1,7,2,72,0.5,0.5
75,2020pahat,2020pahat_qf4m1,blue,708,1168,303,92,98.56225409857186,98.56225409857186,101.27929706618553,101.27929706618553,97.63361605097559,97.63361605097559,100.3506590185893,100.3506590185893,-49,-27.348549110042313,-27.348549110042313,-23.64008263758555,-23.64008263758555,-23.580097140894935,-23.580097140894935,-19.871630668438144,-19.871630668438144,47,32,45,15,0,3314,2607,709,141,0,qf,1,6,3,63,0.5,0.5
76,2020pahat,2020pahat_qf1m2,blue,484,4575,2539,115,90.72918306627467,90.72918306627467,87.24483572306241,87.24483572306241,79.34637354882777,79.34637354882777,75.86202620561555,75.86202620561555,4,-46.72075144917325,-46.72075144917325,-61.18994562796797,-61.18994562796797,-52.9940611124655,-52.9940611124655,-67.46325529126018,-67.46325529126018,29,14,83,65,3,5895,365,341,111,-15,qf,2,8,1,81,0.3333333333333333,0.3333333333333333
77,2020pahat,2020pahat_qf2m2,blue,1089,2729,2234,126,103.49318995314212,103.49318995314212,83.27417469728228,83.27417469728228,98.73034400465524,98.73034400465524,78.5113287487953,78.5113287487953,33,-31.136619494162204,-31.136619494162204,-53.151632199582124,-53.151632199582124,-38.374285121597396,-38.374285121597396,-60.389297827017415,-60.389297827017415,39,24,57,30,30,1218,6226,423,93,-15,qf,2,5,4,54,0.2,0.3333333333333333
78,2020pahat,2020pahat_qf3m2,blue,1403,103,1811,129,118.57212316555876,118.57212316555876,115.74455628663007,115.74455628663007,137.75423320237505,137.75423320237505,134.9266663234464,134.9266663234464,-20,-7.3530157403065886,-7.3530157403065886,-10.017183849321839,-10.017183849321839,20.204952216505333,20.204952216505333,17.54078410749014,17.54078410749014,27,12,84,40,18,1640,1807,2495,149,-15,qf,2,7,2,72,0.5,0.5
79,2020pahat,2020pahat_qf4m2,blue,708,1168,303,62,98.56225409857186,98.56225409857186,101.27929706618553,101.27929706618553,97.63361605097559,97.63361605097559,100.3506590185893,100.3506590185893,-95,-27.348549110042313,-27.348549110042313,-23.64008263758555,-23.64008263758555,-23.580097140894935,-23.580097140894935,-19.871630668438144,-19.871630668438144,27,12,35,15,0,3314,2607,709,157,-15,qf,2,6,3,63,0.5,0.5
80,2020pahat,2020pahat_qf1m3,blue,484,4575,2539,129,90.72918306627467,90.72918306627467,87.24483572306241,87.24483572306241,79.34637354882777,79.34637354882777,75.86202620561555,75.86202620561555,-14,-46.72075144917325,-46.72075144917325,-61.18994562796797,-61.18994562796797,-52.9940611124655,-52.9940611124655,-67.46325529126018,-67.46325529126018,39,24,90,65,0,5895,365,341,143,-30,qf,3,8,1,81,0.3333333333333333,0.3333333333333333
81,2020pahat,2020pahat_qf2m3,blue,1089,2729,2234,148,103.49318995314212,103.49318995314212,83.27417469728228,83.27417469728228,98.73034400465524,98.73034400465524,78.5113287487953,78.5113287487953,33,-31.136619494162204,-31.136619494162204,-53.151632199582124,-53.151632199582124,-38.374285121597396,-38.374285121597396,-60.389297827017415,-60.389297827017415,39,24,94,65,15,1218,6226,423,115,-30,qf,3,5,4,54,0.2,0.3333333333333333
82,2020pahat,2020pahat_sf1m1,blue,1089,2729,2234,77,103.49318995314212,103.49318995314212,83.27417469728228,83.27417469728228,95.67742757601408,95.67742757601408,75.45841232015414,75.45841232015414,-16,-33.9567445623058,-33.9567445623058,-65.1606066537481,-65.1606066537481,-35.289673364628044,-35.289673364628044,-66.49353545607048,-66.49353545607048,35,20,33,10,9,5895,365,341,93,-3,sf,1,5,1,51,0.2,0.5
83,2020pahat,2020pahat_sf2m1,blue,3314,2607,709,139,125.91080320861417,125.91080320861417,124.91937970377109,124.91937970377109,143.6656577086943,143.6656577086943,142.67423420385123,142.67423420385123,-42,-0.014335697251183888,-0.014335697251183888,-0.8423604321808256,-0.8423604321808256,27.439775868937048,27.439775868937048,26.611751134007406,26.611751134007406,47,32,89,50,3,1640,1807,2495,181,-30,sf,1,3,2,32,0.14285714285714285,0.3333333333333333
84,2020pahat,2020pahat_sf1m2,blue,1089,2729,2234,140,103.49318995314212,103.49318995314212,83.27417469728228,83.27417469728228,95.67742757601408,95.67742757601408,75.45841232015414,75.45841232015414,-8,-33.9567445623058,-33.9567445623058,-65.1606066537481,-65.1606066537481,-35.289673364628044,-35.289673364628044,-66.49353545607048,-66.49353545607048,43,28,97,50,0,5895,365,341,148,0,sf,2,5,1,51,0.2,0.5
85,2020pahat,2020pahat_sf2m2,blue,3314,2607,5113,179,134.1669407047088,134.1669407047088,122.52376981364951,122.52376981364951,150.21293953515791,150.21293953515791,138.56976864409867,138.56976864409867,20,8.24180179884344,8.24180179884344,-3.2379703223024023,-3.2379703223024023,28.32509292376983,28.32509292376983,16.84532080262403,16.84532080262403,43,28,136,75,0,1640,1807,2495,159,0,sf,2,3,2,32,0.14285714285714285,0.3333333333333333
86,2020pahat,2020pahat_sf2m3,blue,3314,2607,5113,190,134.1669407047088,134.1669407047088,122.52376981364951,122.52376981364951,150.21293953515791,150.21293953515791,138.56976864409867,138.56976864409867,26,8.24180179884344,8.24180179884344,-3.2379703223024023,-3.2379703223024023,28.32509292376983,28.32509292376983,16.84532080262403,16.84532080262403,47,32,125,70,18,1640,1807,2495,164,-15,sf,3,3,2,32,0.14285714285714285,0.3333333333333333
87,2020pahat,2020pahat_f1m1,blue,3314,2607,5113,113,134.1669407047088,134.1669407047088,122.52376981364951,122.52376981364951,122.158288416758,122.158288416758,110.51511752569874,110.51511752569874,-38,-3.2829938107391285,-3.2829938107391285,-25.911011537380872,-25.911011537380872,-9.058224186508639,-9.058224186508639,-31.686241913150354,-31.686241913150354,47,32,66,30,0,5895,365,341,151,0,f,1,3,1,31,0.14285714285714285,0.5
88,2020pahat,2020pahat_f1m2,blue,3314,2607,5113,124,134.1669407047088,134.1669407047088,122.52376981364951,122.52376981364951,122.158288416758,122.158288416758,110.51511752569874,110.51511752569874,-46,-3.2829938107391285,-3.2829938107391285,-25.911011537380872,-25.911011537380872,-9.058224186508639,-9.058224186508639,-31.686241913150354,-31.686241913150354,35,20,89,75,0,5895,365,341,170,-6,f,2,3,1,31,0.14285714285714285,0.5
72,2020pahat,2020pahat_qf1m1,red,5895,365,341,143,137.44993451544792,137.44993451544792,148.43478135103038,148.43478135103038,132.34043466129327,132.34043466129327,143.32528149687573,143.32528149687573,69,46.72075144917325,46.72075144917325,61.18994562796797,61.18994562796797,52.9940611124655,52.9940611124655,67.46325529126018,67.46325529126018,53,38,72,35,18,484,4575,2539,74,0,qf,1,1,8,18,0.14285714285714285,0.3333333333333333
73,2020pahat,2020pahat_qf2m1,red,1218,6226,423,154,134.62980944730432,134.62980944730432,136.4258068968644,136.4258068968644,137.10462912625263,137.10462912625263,138.9006265758127,138.9006265758127,69,31.136619494162204,31.136619494162204,53.151632199582124,53.151632199582124,38.374285121597396,38.374285121597396,60.389297827017415,60.389297827017415,35,20,98,65,21,1089,2729,2234,85,0,qf,1,4,5,45,0.3333333333333333,0.3333333333333333
74,2020pahat,2020pahat_qf3m1,red,1640,1807,2495,170,125.92513890586535,125.92513890586535,125.76174013595191,125.76174013595191,117.54928098586971,117.54928098586971,117.38588221595626,117.38588221595626,33,7.3530157403065886,7.3530157403065886,10.017183849321839,10.017183849321839,-20.204952216505333,-20.204952216505333,-17.54078410749014,-17.54078410749014,35,20,135,65,0,1403,103,1811,137,0,qf,1,2,7,27,0.2,0.5
75,2020pahat,2020pahat_qf4m1,red,3314,2607,709,141,125.91080320861417,125.91080320861417,124.91937970377109,124.91937970377109,121.21371319187053,121.21371319187053,120.22228968702744,120.22228968702744,49,27.348549110042313,27.348549110042313,23.64008263758555,23.64008263758555,23.580097140894935,23.580097140894935,19.871630668438144,19.871630668438144,41,26,100,70,0,708,1168,303,92,0,qf,1,3,6,36,0.14285714285714285,0.5
76,2020pahat,2020pahat_qf1m2,red,5895,365,341,111,137.44993451544792,137.44993451544792,148.43478135103038,148.43478135103038,132.34043466129327,132.34043466129327,143.32528149687573,143.32528149687573,-4,46.72075144917325,46.72075144917325,61.18994562796797,61.18994562796797,52.9940611124655,52.9940611124655,67.46325529126018,67.46325529126018,43,28,53,30,15,484,4575,2539,115,-3,qf,2,1,8,18,0.14285714285714285,0.3333333333333333
77,2020pahat,2020pahat_qf2m2,red,1218,6226,423,93,134.62980944730432,134.62980944730432,136.4258068968644,136.4258068968644,137.10462912625263,137.10462912625263,138.9006265758127,138.9006265758127,-33,31.136619494162204,31.136619494162204,53.151632199582124,53.151632199582124,38.374285121597396,38.374285121597396,60.389297827017415,60.389297827017415,39,24,39,10,15,1089,2729,2234,126,-30,qf,2,4,5,45,0.3333333333333333,0.3333333333333333
78,2020pahat,2020pahat_qf3m2,red,1640,1807,2495,149,125.92513890586535,125.92513890586535,125.76174013595191,125.76174013595191,117.54928098586971,117.54928098586971,117.38588221595626,117.38588221595626,20,7.3530157403065886,7.3530157403065886,10.017183849321839,10.017183849321839,-20.204952216505333,-20.204952216505333,-17.54078410749014,-17.54078410749014,39,24,95,50,15,1403,103,1811,129,-18,qf,2,2,7,27,0.2,0.5
